leg_id,origin_id,origin,destination_id,destination,connection,mode,mode_label,mixed_mode,inferred,distance_miles,quality,effective_speed_miles_per_day,travel_days,risk_premium,freight_gp_per_100_lb,freight_gp_per_2000_lb
LEG-000954,skuld,Skuld,maerlar,Maerlar,Skuld via Maerlar toward Khalab,road,road,False,False,154.650642,0.85,20.4,7.580914,0.12,1.22265,24.452996
LEG-000955,skuld,Skuld,messemprar,Messemprar,The Alamber Run,sea,sea lane,False,False,192.339518,1.1,79.2,2.428529,0.2025,0.378472,7.569434
LEG-000956,skuld,Skuld,mishtan,Mishtan,local market trail,trail,trail,False,True,263.390395,0.65,12.35,21.327157,0.156,3.653752,73.075031
LEG-000957,skuld,Skuld,neldorild,Neldorild,Skuld to Gheldaneth trail,trail,trail,False,False,107.759147,0.7,13.3,8.102191,0.156,1.388061,27.761219
LEG-000958,soorenar,Soorenar,akanax,Akanax,Soorenar to Akanax trail,trail,trail,False,False,111.900517,0.7,13.3,8.413573,0.2925,1.611607,32.232145
LEG-000959,soorenar,Soorenar,cimbar,Cimbar,Airspur through Cimbar and Soorenar to Mordulkin,road,road,False,False,50.837405,0.85,20.4,2.49203,0.18,0.423446,8.468914
LEG-000960,soorenar,Soorenar,luthcheq,Luthcheq,Airspur through Cimbar and Soorenar to Mordulkin,road,road,False,False,117.71007,0.85,20.4,5.770101,0.225,1.017846,20.356918
LEG-000961,soubar,Soubar,baldur_s_gate,Baldur's Gate,The Dusk Road,road,road,False,False,212.952295,0.85,20.4,10.438838,0.285,1.931603,38.632052
LEG-000962,soubar,Soubar,boareskyr_bridge,Boareskyr Bridge,The Dusk Road,road,road,False,False,37.734296,0.85,20.4,1.84972,0.375,0.366245,7.324893
LEG-000963,soubar,Soubar,elturel,Elturel,Boareskyr Bridge through Soubar and Triel to Scornubel,road,road,False,False,116.241611,0.85,20.4,5.698118,0.255,1.029764,20.595278
LEG-000964,soubar,Soubar,scornubel,Scornubel,caravan track,track,wilderness track,False,True,129.483435,0.85,15.3,8.46297,0.42,1.881927,37.63855
LEG-000965,soubar,Soubar,triel,Triel,caravan track,track,wilderness track,False,True,84.900236,0.85,15.3,5.549035,0.483,1.288696,25.773914
LEG-000966,spandeliyon,Spandeliyon,delthuntle,Delthuntle,local market trail,trail,trail,False,True,117.913952,0.65,12.35,9.547688,0.117,1.580519,31.610372
LEG-000967,sshamath,Sshamath,llorkh,Llorkh,Sshamath Deep Way,tunnel+trail,Underdark tunnel and trail,True,True,379.198761,0.35,6.472258,58.588325,0.87615,20.147804,402.956079
LEG-000968,sshamath,Sshamath,mantol_derith,Mantol-Derith,The Deepdark Road,tunnel,Underdark tunnel,False,True,818.154173,0.5,6.0,136.359029,0.759,32.812237,656.244734
LEG-000969,sshamath,Sshamath,secomber,Secomber,Sshamath Smugglers' Road,tunnel+trail,Underdark tunnel and trail,True,True,513.695484,0.35,6.472258,79.36882,0.756675,25.555855,511.117102
LEG-000970,sshamath,Sshamath,winterkeep,Winterkeep,The Sshamath Gate,teleport,teleportation circle,False,False,2533.837457,0.65,3250.0,0.779642,0.054,197.218315,3944.366297
LEG-000971,starmantle,Starmantle,elversult,Elversult,Elversult to Starmantle trail,trail,trail,False,False,366.373846,0.7,13.3,27.546906,0.234,5.037745,100.754901
LEG-000972,stone_bridge,Stone Bridge,amphail,Amphail,Red Larch and Goldenfields branch toward Secomber,trail,trail,False,False,106.958474,0.7,13.3,8.041991,0.2535,1.49395,29.879002
LEG-000973,stone_bridge,Stone Bridge,goldenfields,Goldenfields,Red Larch and Goldenfields branch toward Secomber,trail,trail,False,False,87.175444,0.7,13.3,6.554545,0.234,1.198687,23.973745
LEG-000974,stone_bridge,Stone Bridge,red_larch,Red Larch,Long Road: Mirabar to Waterdeep,road,road,False,False,76.867118,0.85,20.4,3.767996,0.24,0.672813,13.456267
LEG-000975,stone_bridge,Stone Bridge,triboar,Triboar,Long Road: Mirabar to Waterdeep,road,road,False,False,80.724329,0.85,20.4,3.957075,0.225,0.698028,13.96056
LEG-000976,stone_bridge,Stone Bridge,yartar,Yartar,Evermoor Way: Triboar to Everlund,road,road,False,False,84.600744,0.85,20.4,4.147095,0.24,0.740505,14.810107
LEG-000977,suldolphor,Suldolphor,almraiven,Almraiven,Chult-Tashalar Coastal Run,sea,sea lane,False,False,196.914626,1.05,75.6,2.604691,0.2565,0.424154,8.483082
LEG-000978,suldolphor,Suldolphor,theymarsh,Theymarsh,Mintar junction via Yeshpek to Tulmon and Suldolphor,trail,trail,False,False,21.61481,0.7,13.3,1.625174,0.39,0.334783,6.69565
LEG-000979,suldolphor,Suldolphor,tulmon,Tulmon,Mintar junction via Yeshpek to Tulmon and Suldolphor,trail,trail,False,False,64.765082,0.7,13.3,4.869555,0.39,1.003119,20.062372
LEG-000980,suldolphor,Suldolphor,urbreth,Urbreth,Calimshan-Lantan Coastal Run,sea,sea lane,False,False,239.117649,1.05,75.6,3.162932,0.2565,0.515059,10.301188
LEG-000981,sultim,Sultim,pyarados,Pyarados,Pyarados to Sultim trail,trail,trail,False,False,229.521124,0.7,13.3,17.257227,0.3315,3.405339,68.106787
LEG-000982,sultim,Sultim,rauthil,Rauthil,Sultim through Rauthil to Murghyr,trail,trail,False,False,89.389806,0.7,13.3,6.721038,0.2535,1.248558,24.97117
LEG-000983,sundabar,Sundabar,ascore,Ascore,Sundabar to Ascore,road,road,False,False,195.022842,0.85,20.4,9.559943,0.06,1.45923,29.184595
LEG-000984,sundabar,Sundabar,citadel_adbar,Citadel Adbar,caravan track,track,wilderness track,False,True,141.509328,0.7,12.6,11.230899,0.084,1.906495,38.129891
LEG-000985,sundabar,Sundabar,citadel_felbarr,Citadel Felbarr,Everlund through Silverymoon to Sundabar,road,road,False,False,105.992368,0.85,20.4,5.195704,0.075,0.804295,16.085901
LEG-000986,sundabar,Sundabar,deadsnows,Deadsnows,caravan track,track,wilderness track,False,True,91.762138,0.7,12.6,7.282709,0.273,1.451821,29.036424
LEG-000987,sundabar,Sundabar,everlund,Everlund,The North Ride,road,road,False,False,204.327469,1.1,26.4,7.739677,0.09,1.21482,24.296394
LEG-000988,sundabar,Sundabar,hellgate_keep,Hellgate Keep,local market trail,trail,trail,False,True,99.796443,0.65,12.35,8.080684,0.117,1.337672,26.75343
LEG-000989,sundabar,Sundabar,silverymoon,Silverymoon,caravan track,track,wilderness track,False,True,146.111772,0.7,12.6,11.596172,0.105,2.006636,40.132729
LEG-000990,sundrah,Sundrah,nemesser,Nemesser,local market ferry,ferry,ferry,False,True,249.78833,0.65,19.5,12.809658,0.096,1.768963,35.379251
LEG-000991,surkh,Surkh,arrabar,Arrabar,local market trail,trail,trail,False,True,291.225565,0.65,12.35,23.581017,0.234,4.312468,86.249363
LEG-000992,surthay,Surthay,mulptan,Mulptan,Mulptan to Mulsantir,road,road,False,False,286.950758,0.85,20.4,14.066214,0.24,2.511663,50.233262
LEG-000993,surthay,Surthay,mulsantir,Mulsantir,Mulptan to Mulsantir,road,road,False,False,89.120209,0.85,20.4,4.368638,0.24,0.780064,15.601279
LEG-000994,suzail,Suzail,arabel,Arabel,The Calantar's Way,road,road,False,False,115.454646,1.3,31.2,3.700469,0.09,0.580826,11.616514
LEG-000995,suzail,Suzail,elversult,Elversult,caravan track,track,wilderness track,False,True,131.150639,0.7,12.6,10.408781,0.168,1.903858,38.077152
LEG-000996,suzail,Suzail,marsember,Marsember,The Inner Sea Run,sea,sea lane,False,False,35.109116,1.2,86.4,0.406356,0.108,0.058351,1.167027
LEG-000997,suzail,Suzail,proskur,Proskur,caravan track,track,wilderness track,False,True,147.007075,0.7,12.6,11.667228,0.231,2.249145,44.982905
LEG-000998,suzail,Suzail,teziir,Teziir,caravan track,track,wilderness track,False,True,134.918123,0.7,12.6,10.707788,0.252,2.099403,41.988062
LEG-000999,suzail,Suzail,westgate,Westgate,The Dawnpost,road,road,False,False,276.446896,1.15,27.6,10.016192,0.225,1.766856,35.337125
LEG-001000,suzail,Suzail,wheloon,Wheloon,The Calantar's Way,road,road,False,False,292.310891,1.3,31.2,9.368939,0.15,1.551496,31.029925
LEG-001001,talagbar,Talagbar,bloodstone_village,Bloodstone Village,Ilinvur through Vaasa to Darmshall,trail,trail,False,False,108.278673,0.7,13.3,8.141254,0.429,1.724137,34.482736
LEG-001002,talagbar,Talagbar,darmshall,Darmshall,Darmshall through Bloodstone Pass to Valls,trail,trail,False,False,67.543727,0.7,13.3,5.078476,0.429,1.075508,21.510168
LEG-001003,talagbar,Talagbar,delhalls,Delhalls,Ilinvur through Vaasa to Darmshall,trail,trail,False,False,217.9178,0.7,13.3,16.384797,0.3705,3.327885,66.5577
LEG-001004,talagbar,Talagbar,palischuk,Palischuk,Castle Perilous to Darmshall,trail,trail,False,False,104.880203,0.7,13.3,7.88573,0.429,1.670022,33.400449
LEG-001005,tammar,Tammar,phsant,Phsant,Telflamm through Phent and Phsant to Tammar,road,road,False,False,129.764965,0.85,20.4,6.361028,0.24,1.135825,22.716502
LEG-001006,tammar,Tammar,the_mucklestones,The Mucklestones,Kront to Tammar,road,road,False,False,164.24797,0.85,20.4,8.051371,0.24,1.437653,28.753056
LEG-001007,tammar,Tammar,two_stars,Two Stars,Two Stars to Tammar,road,road,False,False,111.641587,0.85,20.4,5.472627,0.24,0.977192,19.543845
LEG-001008,tantras,Tantras,dragon_falls,Dragon Falls,Calaunt to Ravens Bluff,trail,trail,False,False,89.757999,0.7,13.3,6.748722,0.1755,1.175689,23.513775
LEG-001009,tantras,Tantras,harrowdale_town,Harrowdale Town,The Inner Sea Run,sea,sea lane,False,False,170.69461,1.2,86.4,1.975632,0.135,0.290608,5.812151
LEG-001010,tantras,Tantras,lyrabar,Lyrabar,The Vast Road,road,road,False,False,214.307559,1.05,25.2,8.504268,0.105,1.353199,27.063983
LEG-001011,tantras,Tantras,procampur,Procampur,caravan track,track,wilderness track,False,True,114.350208,0.85,15.3,7.47387,0.126,1.317879,26.357588
LEG-001012,tantras,Tantras,ravens_bluff,Ravens Bluff,The Inner Sea Run,sea,sea lane,False,False,43.161325,1.2,86.4,0.499552,0.1215,0.072608,1.452163
LEG-001013,tantras,Tantras,tsurlagol,Tsurlagol,caravan track,track,wilderness track,False,True,130.789678,0.85,15.3,8.548345,0.252,1.676016,33.520318
LEG-001014,tantras,Tantras,yhaunn,Yhaunn,Sea of Fallen Stars coasting run,sea,sea lane,False,False,138.015724,0.95,68.4,2.017774,0.135,0.296806,5.936129
LEG-001015,targos,Targos,bryn_shander,Bryn Shander,The Ten Towns Track,trail,trail,False,False,20.05642,0.7,13.3,1.508002,0.351,0.301929,6.038587
LEG-001016,targos,Targos,easthaven,Easthaven,caravan track,track,wilderness track,False,True,52.416982,0.7,12.6,4.160078,0.42,0.925085,18.501697
LEG-001017,targos,Targos,good_mead,Good Mead,caravan track,track,wilderness track,False,True,47.401688,0.7,12.6,3.762039,0.441,0.848944,16.978878
LEG-001018,targos,Targos,lonelywood,Lonelywood,caravan track,track,wilderness track,False,True,25.057733,0.85,15.3,1.63776,0.441,0.369578,7.39156
LEG-001019,targos,Targos,termalaine,Termalaine,The Ten Towns Track,trail,trail,False,False,10.510947,0.7,13.3,0.790297,0.39,0.1628,3.255991
LEG-001020,tashluta,Tashluta,almraiven,Almraiven,Chult-Tashalar Coastal Run,sea,sea lane,False,False,428.736119,1.05,75.6,5.671113,0.216,0.893731,17.874621
LEG-001021,tashluta,Tashluta,calimport,Calimport,Sea of Swords coasting run,sea,sea lane,False,False,365.594926,0.95,68.4,5.344955,0.243,0.861034,17.220676
LEG-001022,tashluta,Tashluta,delselar,Delselar,Sea of Swords coasting run,sea,sea lane,False,False,248.19162,0.95,68.4,3.628532,0.189,0.559137,11.182731
LEG-001023,tashluta,Tashluta,lantan,Lantan,The Shining Sea Run,sea,sea lane,False,False,861.017776,1.0,72.0,11.95858,0.1485,1.779982,35.599641
LEG-001024,tashluta,Tashluta,lundeth,Lundeth,local market trail,trail,trail,False,True,212.617262,0.65,12.35,17.215973,0.273,3.247941,64.958826
LEG-001025,tashluta,Tashluta,port_nyanzaru,Port Nyanzaru,Chult-Tashalar Coastal Run,sea,sea lane,False,False,692.246502,1.05,75.6,9.1567,0.2025,1.427017,28.540334
LEG-001026,tashluta,Tashluta,samargol,Samargol,Sea of Swords coasting run,sea,sea lane,False,False,527.784511,0.95,68.4,7.716148,0.189,1.189015,23.780303
LEG-001027,tashluta,Tashluta,urbreth,Urbreth,Sea of Swords coasting run,sea,sea lane,False,False,315.589132,0.95,68.4,4.613876,0.216,0.727117,14.542347
LEG-001028,telflamm,Telflamm,bezantur,Bezantur,The Inner Sea Run,sea,sea lane,False,False,543.641095,1.2,86.4,6.292142,0.2295,1.00261,20.052202
LEG-001029,telflamm,Telflamm,lyrabar,Lyrabar,The Inner Sea Run,sea,sea lane,False,False,232.13621,1.2,86.4,2.686762,0.1485,0.399913,7.998253
LEG-001030,telflamm,Telflamm,nyth,Nyth,Telflamm through Phent and Phsant to Tammar,road,road,False,False,51.614339,0.85,20.4,2.530115,0.24,0.451777,9.035545
LEG-001031,telflamm,Telflamm,phent,Phent,Telflamm through Phent and Phsant to Tammar,road,road,False,False,79.627247,0.85,20.4,3.903296,0.24,0.696973,13.939452
LEG-001032,telflamm,Telflamm,phsant,Phsant,The Golden Way,road,road,False,False,185.908172,1.1,26.4,7.041976,0.24,1.257415,25.148305
LEG-001033,telflamm,Telflamm,velprintalar,Velprintalar,Sea of Fallen Stars coasting run,sea,sea lane,False,False,207.971585,0.95,68.4,3.04052,0.1485,0.452568,9.051361
LEG-001034,termalaine,Termalaine,bryn_shander,Bryn Shander,caravan track,track,wilderness track,False,True,20.2608,0.7,12.6,1.608,0.378,0.346998,6.939961
LEG-001035,termalaine,Termalaine,easthaven,Easthaven,caravan track,track,wilderness track,False,True,50.290556,0.7,12.6,3.991314,0.42,0.887556,17.751129
LEG-001036,termalaine,Termalaine,good_mead,Good Mead,caravan track,track,wilderness track,False,True,48.893762,0.7,12.6,3.880457,0.441,0.875666,17.513327
LEG-001037,termalaine,Termalaine,lonelywood,Lonelywood,caravan track,track,wilderness track,False,True,14.650939,0.85,15.3,0.957578,0.441,0.216088,4.321751
LEG-001038,termalaine,Termalaine,targos,Targos,The Ten Towns Track,trail,trail,False,False,10.510947,0.7,13.3,0.790297,0.39,0.1628,3.255991
LEG-001039,teshwave,Teshwave,citadel_of_the_raven,Citadel of the Raven,Voonlar to Teshwave,road,road,False,False,52.936566,0.85,20.4,2.59493,0.36,0.508191,10.163821
LEG-001040,teshwave,Teshwave,ilinvur,Ilinvur,Citadel of the Raven to Ilinvur,trail,trail,False,False,297.757831,0.7,13.3,22.387807,0.429,4.74124,94.82481
LEG-001041,teshwave,Teshwave,shadowdale,Shadowdale,Tilverton through Shadowdale toward Voonlar,road,road,False,False,139.593607,0.85,20.4,6.842824,0.285,1.266196,25.323923
LEG-001042,teshwave,Teshwave,voonlar,Voonlar,Tilverton through Shadowdale toward Voonlar,road,road,False,False,58.766402,0.85,20.4,2.880706,0.285,0.533046,10.660917
LEG-001043,teshwave,Teshwave,yulash,Yulash,Voonlar to Yulash cross-road,road,road,False,False,81.76393,0.85,20.4,4.008036,0.36,0.784934,15.698675
LEG-001044,teshwave,Teshwave,zhentil_keep,Zhentil Keep,Zhentil Keep to Citadel of the Raven,trail,trail,False,False,110.18879,0.7,13.3,8.284871,0.468,1.802437,36.048735
LEG-001045,teziir,Teziir,elversult,Elversult,The Chionthar Road,road,road,False,False,127.485834,1.15,27.6,4.619052,0.24,0.824778,16.495558
LEG-001046,teziir,Teziir,marsember,Marsember,The Dragonmere,sea,sea lane,False,False,114.951686,1.15,82.8,1.388305,0.216,0.218788,4.375761
LEG-001047,teziir,Teziir,pros,Pros,Proskur via Elversult and Teziir to Westgate,road,road,False,False,92.70262,0.85,20.4,4.544246,0.24,0.811421,16.228412
LEG-001048,teziir,Teziir,reddansyr,Reddansyr,Proskur via Elversult and Teziir to Westgate,road,road,False,False,41.872898,0.85,20.4,2.052593,0.3,0.384245,7.684908
LEG-001049,teziir,Teziir,suzail,Suzail,caravan track,track,wilderness track,False,True,134.918123,0.7,12.6,10.707788,0.252,2.099403,41.988062
LEG-001050,teziir,Teziir,westgate,Westgate,The Dragonmere,sea,sea lane,False,False,112.929757,1.15,82.8,1.363886,0.3105,0.231643,4.63287
LEG-001051,the_mucklestones,The Mucklestones,clymph_tower,Clymph Tower,Uthmere through the Great Dale to Kront,road,road,False,False,90.644701,0.85,20.4,4.443368,0.24,0.793408,15.868155
LEG-001052,the_mucklestones,The Mucklestones,kront,Kront,Kront to Tammar,road,road,False,False,142.275693,0.85,20.4,6.974299,0.24,1.245331,24.906615
LEG-001053,the_mucklestones,The Mucklestones,tammar,Tammar,Kront to Tammar,road,road,False,False,164.24797,0.85,20.4,8.051371,0.24,1.437653,28.753056
LEG-001054,the_mucklestones,The Mucklestones,tower_of_threespires,Tower of Threespires,Uthmere through the Great Dale to Kront,road,road,False,False,95.093599,0.85,20.4,4.661451,0.24,0.832349,16.646974
LEG-001055,the_twin_towers,The Twin Towers,crimmor,Crimmor,Nashkel through Cloud Peaks to Crimmor,road,road,False,False,30.549959,0.85,20.4,1.497547,0.15,0.247994,4.959876
LEG-001056,the_twin_towers,The Twin Towers,esmeltaran,Esmeltaran,Crimmor through Keczulla to Eshpurta,road,road,False,False,242.741323,0.85,20.4,11.899084,0.15,1.970488,39.409768
LEG-001057,the_twin_towers,The Twin Towers,nashkel,Nashkel,Nashkel through Cloud Peaks to Crimmor,road,road,False,False,71.083257,0.85,20.4,3.484473,0.21,0.607135,12.142693
LEG-001058,the_twin_towers,The Twin Towers,purskul,Purskul,Crimmor through Keczulla to Eshpurta,road,road,False,False,52.145202,0.85,20.4,2.556137,0.165,0.428818,8.576352
LEG-001059,the_watchwall,The Watchwall,escalant,Escalant,local market trail,trail,trail,False,True,75.344807,0.65,12.35,6.100794,0.351,1.22149,24.4298
LEG-001060,thentia,Thentia,bell_in_the_deep,Bell in the Deep,local market trail,trail,trail,False,True,54.007499,0.65,12.35,4.373077,0.312,0.850294,17.005881
LEG-001061,thentia,Thentia,elmwood,Elmwood,Moonsea coasting run,sea,sea lane,False,False,103.640002,0.95,68.4,1.515205,0.216,0.238787,4.775731
LEG-001062,thentia,Thentia,hillsfar,Hillsfar,Moonsea coasting run,sea,sea lane,False,False,114.268325,0.95,68.4,1.67059,0.216,0.263274,5.265484
LEG-001063,thentia,Thentia,hulburg,Hulburg,Melvaunt to Glister trail,trail,trail,False,False,162.686245,0.7,13.3,12.232048,0.312,2.37838,47.567599
LEG-001064,thentia,Thentia,melvaunt,Melvaunt,The Moonsea Run,sea,sea lane,False,False,37.081801,1.05,75.6,0.4905,0.2295,0.078158,1.563157
LEG-001065,thentia,Thentia,mulmaster,Mulmaster,The Moonsea Run,sea,sea lane,False,False,128.447382,1.05,75.6,1.699039,0.2565,0.276676,5.533513
LEG-001066,thentia,Thentia,phlan,Phlan,caravan track,track,wilderness track,False,True,84.868486,0.85,15.3,5.54696,0.378,1.197005,23.940102
LEG-001067,theymarsh,Theymarsh,suldolphor,Suldolphor,Mintar junction via Yeshpek to Tulmon and Suldolphor,trail,trail,False,False,21.61481,0.7,13.3,1.625174,0.39,0.334783,6.69565
LEG-001068,theymarsh,Theymarsh,yallasch,Yallasch,Theymarsh to Yallash trail,trail,trail,False,False,85.46753,0.7,13.3,6.42613,0.39,1.32377,26.475399
LEG-001069,thindar,Thindar,calimport,Calimport,Sea of Swords coasting run,sea,sea lane,False,False,549.020455,0.95,68.4,8.026615,0.243,1.29303,25.860597
LEG-001070,thindar,Thindar,delselar,Delselar,Halruaa-Chult Coastal Run,sea,sea lane,False,False,138.180498,1.05,75.6,1.827784,0.189,0.281651,5.633027
LEG-001071,thindar,Thindar,samargol,Samargol,Halruaa-Chult Coastal Run,sea,sea lane,False,False,256.910879,1.05,75.6,3.398292,0.189,0.523658,10.473156
LEG-001072,three_swords,Three Swords,channathgate,Channathgate,Kormul through Rethmar and Channathgate to Eartheart,road,road,False,False,231.373341,0.85,20.4,11.34183,0.24,2.025197,40.503945
LEG-001073,three_swords,Three Swords,eartheart,Eartheart,Kormul through Rethmar and Channathgate to Eartheart,road,road,False,False,183.659352,0.85,20.4,9.002909,0.24,1.60756,32.15119
LEG-001074,thruldar,Thruldar,chavyondat,Chavyondat,Ormpе through Vaelan and Assur toward Shoun,trail,trail,False,False,185.694253,0.7,13.3,13.961974,0.156,2.391954,47.839084
LEG-001075,thruldar,Thruldar,shoun,Shoun,Ormpе through Vaelan and Assur toward Shoun,trail,trail,False,False,302.593362,0.7,13.3,22.751381,0.156,3.897748,77.954966
LEG-001076,tilverton,Tilverton,arabel,Arabel,The Moonsea Ride,road,road,False,False,102.255027,1.05,25.2,4.057739,0.165,0.680726,13.614526
LEG-001077,tilverton,Tilverton,ashabenford,Ashabenford,Tilverton via Ashabenford junction to Hillsfar,road,road,False,False,250.799597,0.85,20.4,12.294098,0.21,2.142124,42.842472
LEG-001078,tilverton,Tilverton,highmoon,Highmoon,caravan track,track,wilderness track,False,True,176.685625,0.7,12.6,14.022669,0.273,2.795444,55.908885
LEG-001079,tilverton,Tilverton,marsember,Marsember,caravan track,track,wilderness track,False,True,197.098605,0.85,15.3,12.882262,0.273,2.568102,51.362041
LEG-001080,tilverton,Tilverton,shadowdale,Shadowdale,The Moonsea Ride,road,road,False,False,209.574852,1.05,25.2,8.316462,0.21,1.44906,28.981208
LEG-001081,tilverton,Tilverton,well_of_dragons,Well of Dragons,Sunset foothills via Farsea Marshes toward Tilverton,trail,trail,False,False,347.024576,0.7,13.3,26.092073,0.156,4.470073,89.401463
LEG-001082,torsch,Torsch,elbulder,Elbulder,Iljak junction through Elbulder to Torsh trail,trail,trail,False,False,317.135461,0.7,13.3,23.844772,0.312,4.636339,92.726784
LEG-001083,torsch,Torsch,hardcastle,Hardcastle,Torsh via Hardcastle to Delzimmer approach,trail,trail,False,False,255.95441,0.7,13.3,19.244692,0.3315,3.797522,75.950449
LEG-001084,torsch,Torsch,innarlith,Innarlith,Innarlith to Torsh trail,trail,trail,False,False,324.476902,0.7,13.3,24.39676,0.312,4.743667,94.873338
LEG-001085,tower_of_threespires,Tower of Threespires,kront,Kront,Uthmere through the Great Dale to Kront,road,road,False,False,127.437074,0.85,20.4,6.246915,0.24,1.115449,22.308984
LEG-001086,tower_of_threespires,Tower of Threespires,the_mucklestones,The Mucklestones,Uthmere through the Great Dale to Kront,road,road,False,False,95.093599,0.85,20.4,4.661451,0.24,0.832349,16.646974
LEG-001087,trail_s_end,Trail's End,heliogabalus,Heliogabalus,Valls to Praka trail,trail,trail,False,False,17.790166,0.7,13.3,1.337606,0.429,0.283275,5.665507
LEG-001088,trail_s_end,Trail's End,praka,Praka,Trail's End to Ilmwatch road,road,road,False,False,12.649111,0.85,20.4,0.620054,0.33,0.118753,2.375057
LEG-001089,trail_s_end,Trail's End,uthmere,Uthmere,Trail's End to Ilmwatch road,road,road,False,False,261.512762,0.85,20.4,12.819253,0.285,2.372075,47.441492
LEG-001090,trail_s_end,Trail's End,valls,Valls,Valls to Praka trail,trail,trail,False,False,206.314388,0.7,13.3,15.51236,0.429,3.285173,65.70347
LEG-001091,triboar,Triboar,amphail,Amphail,caravan track,track,wilderness track,False,True,78.440105,0.85,15.3,5.126804,0.252,1.005178,20.103553
LEG-001092,triboar,Triboar,goldenfields,Goldenfields,caravan track,track,wilderness track,False,True,88.940992,0.85,15.3,5.813137,0.231,1.120625,22.412502
LEG-001093,triboar,Triboar,longsaddle,Longsaddle,The Long Road,road,road,False,False,137.300785,1.1,26.4,5.200787,0.195,0.894951,17.89903
LEG-001094,triboar,Triboar,phandalin,Phandalin,caravan track,track,wilderness track,False,True,86.533288,0.7,12.6,6.867721,0.357,1.459433,29.188667
LEG-001095,triboar,Triboar,red_larch,Red Larch,The Long Road,road,road,False,False,51.216111,1.1,26.4,1.940004,0.225,0.342217,6.844335
LEG-001096,triboar,Triboar,stone_bridge,Stone Bridge,Long Road: Mirabar to Waterdeep,road,road,False,False,80.724329,0.85,20.4,3.957075,0.225,0.698028,13.96056
LEG-001097,triboar,Triboar,yartar,Yartar,The Evermoor Way,road,road,False,False,66.172582,0.95,22.8,2.902306,0.225,0.511967,10.239336
LEG-001098,triel,Triel,berdusk,Berdusk,caravan track,track,wilderness track,False,True,150.332964,0.85,15.3,9.825684,0.273,1.958768,39.175355
LEG-001099,triel,Triel,boareskyr_bridge,Boareskyr Bridge,The Dusk Road,road,road,False,False,123.172164,0.85,20.4,6.037851,0.33,1.156369,23.127385
LEG-001100,triel,Triel,elturel,Elturel,Boareskyr Bridge through Soubar and Triel to Scornubel,road,road,False,False,63.196424,0.85,20.4,3.097864,0.21,0.539772,10.795436
LEG-001101,triel,Triel,hill_s_edge,Hill's Edge,caravan track,track,wilderness track,False,True,128.932385,0.85,15.3,8.426953,0.42,1.873918,37.478369
LEG-001102,triel,Triel,llorkh,Llorkh,The Dusk Road,road,road,False,False,386.776887,0.85,20.4,18.959651,0.33,3.631152,72.623048
LEG-001103,triel,Triel,scornubel,Scornubel,Boareskyr Bridge through Soubar and Triel to Scornubel,road,road,False,False,48.717783,0.85,20.4,2.388127,0.255,0.431582,8.631645
LEG-001104,triel,Triel,soubar,Soubar,caravan track,track,wilderness track,False,True,84.900236,0.85,15.3,5.549035,0.483,1.288696,25.773914
LEG-001105,tsurlagol,Tsurlagol,lyrabar,Lyrabar,Sea of Fallen Stars coasting run,sea,sea lane,False,False,104.022353,0.95,68.4,1.520795,0.1485,0.226364,4.527272
LEG-001106,tsurlagol,Tsurlagol,procampur,Procampur,The Inner Sea Run,sea,sea lane,False,False,45.701751,1.2,86.4,0.528955,0.135,0.077807,1.556145
LEG-001107,tsurlagol,Tsurlagol,ravens_bluff,Ravens Bluff,The Inner Sea Run,sea,sea lane,False,False,89.102637,1.2,86.4,1.031281,0.1755,0.15711,3.142205
LEG-001108,tsurlagol,Tsurlagol,tantras,Tantras,caravan track,track,wilderness track,False,True,130.789678,0.85,15.3,8.548345,0.252,1.676016,33.520318
LEG-001109,tulmon,Tulmon,almraiven,Almraiven,Almraiven to western Lake of Steam trail,trail,trail,False,False,181.449817,0.7,13.3,13.642843,0.3705,2.770972,55.41944
LEG-001110,tulmon,Tulmon,suldolphor,Suldolphor,Mintar junction via Yeshpek to Tulmon and Suldolphor,trail,trail,False,False,64.765082,0.7,13.3,4.869555,0.39,1.003119,20.062372
LEG-001111,tulmon,Tulmon,yeshpek,Yeshpek,Mintar junction via Yeshpek to Tulmon and Suldolphor,trail,trail,False,False,48.03353,0.7,13.3,3.611544,0.39,0.743971,14.879415
LEG-001112,two_stars,Two Stars,mulsantir,Mulsantir,Mulptan to Mulsantir,road,road,False,False,60.351388,0.85,20.4,2.958401,0.24,0.528252,10.565043
LEG-001113,two_stars,Two Stars,nethentir,Nethentir,Two Stars to Nethentir trail,trail,trail,False,False,249.111956,0.7,13.3,18.730222,0.312,3.641874,72.837489
LEG-001114,two_stars,Two Stars,tammar,Tammar,Two Stars to Tammar,road,road,False,False,111.641587,0.85,20.4,5.472627,0.24,0.977192,19.543845
LEG-001115,tyraturos,Tyraturos,amruthar,Amruthar,Nethjet through Amruthar to Pyarados,road,road,False,False,93.269248,0.85,20.4,4.572022,0.255,0.826256,16.525116
LEG-001116,tyraturos,Tyraturos,bezantur,Bezantur,Eltabbar through Tyraturos to Bezantur,road,road,False,False,127.753373,0.85,20.4,6.26242,0.255,1.131745,22.634892
LEG-001117,tyraturos,Tyraturos,eltabbar,Eltabbar,Eltabbar through Tyraturos to Bezantur,road,road,False,False,117.243907,0.85,20.4,5.74725,0.24,1.026229,20.524581
